-5.950928000000000294e-04,1.129150399999999908e-03,1.525878900000000025e-05,-8.947148999999999727e-03,1.012398699999999922e-02,3.490448000000000162e-03,-2.279575299999999916e-01,6.240348500000000159e-02,9.803801999999999239e+00
3.067016599999999871e-03,-1.312255899999999892e-03,1.235961899999999921e-03,2.842232599999999863e-03,4.969839000000000201e-03,-1.068782799999999991e-02,-2.277868200000000010e-01,6.278598999999999986e-02,9.803803000000000267e+00
6.256103499999999791e-04,-7.629394500000000125e-05,1.235961899999999921e-03,-4.265114700000000210e-03,-4.581883499999999873e-03,1.254081700000000011e-03,-2.278511699999999918e-01,6.277017999999999487e-02,9.803802499999999753e+00
-1.815795899999999912e-03,1.129150399999999908e-03,1.235961899999999921e-03,-8.800759999999999486e-03,-6.694387599999999765e-03,1.301288599999999955e-02,-2.281036800000000031e-01,6.248322500000000335e-02,9.803798000000000457e+00
-5.477905299999999596e-03,3.570556600000000108e-03,1.235961899999999921e-03,3.442034100000000100e-03,1.038581899999999926e-02,-1.318931599999999954e-03,-2.283864800000000028e-01,6.213918300000000061e-02,9.803793999999999897e+00
-6.698608400000000129e-03,4.806518600000000280e-03,1.525878900000000025e-05,8.544787999999999342e-03,1.319376400000000019e-02,1.049995400000000101e-03,-2.287001999999999924e-01,6.172329599999999694e-02,9.803789000000000087e+00
-6.698608400000000129e-03,2.365112300000000046e-03,1.525878900000000025e-05,-5.496054999999999691e-03,1.124350399999999965e-02,-3.663062999999999823e-03,-2.290219400000000072e-01,6.127454300000000076e-02,9.803784000000000276e+00
6.256103499999999791e-04,-3.753662000000000058e-03,1.525878900000000025e-05,-1.045128700000000008e-02,3.945570399999999943e-03,5.798339999999999918e-03,-2.288387699999999969e-01,6.140125999999999917e-02,9.803786999999999807e+00
3.067016599999999871e-03,-2.517700199999999954e-03,1.525878900000000025e-05,3.592043999999999966e-03,-1.117963299999999915e-03,5.698204000000000116e-03,-2.285340899999999953e-01,6.167522400000000071e-02,9.803793000000000646e+00
-1.815795899999999912e-03,-7.629394500000000125e-05,1.235961899999999921e-03,-1.355516900000000059e-02,-5.790021299999999899e-03,1.520633700000000033e-02,-2.281211999999999962e-01,6.157009699999999724e-02,9.803803000000000267e+00
6.256103499999999791e-04,1.129150399999999908e-03,1.525878900000000025e-05,3.182858199999999849e-03,5.818698599999999957e-03,-1.118087800000000000e-02,-2.284089800000000114e-01,6.165060800000000257e-02,9.803796000000000177e+00
3.067016599999999871e-03,-7.629394500000000125e-05,1.235961899999999921e-03,6.665885399999999785e-04,7.791049999999999885e-03,-3.928184500000000100e-03,-2.278358500000000064e-01,6.261327999999999339e-02,9.803803000000000267e+00
1.861572300000000025e-03,-2.517700199999999954e-03,1.525878900000000025e-05,7.336318500000000263e-03,1.654066099999999969e-04,-8.905411000000000230e-03,-2.274729799999999913e-01,6.279535599999999662e-02,9.803810999999999609e+00
3.067016599999999871e-03,-1.312255899999999892e-03,-1.205444300000000062e-03,7.092252400000000415e-03,9.286723999999999674e-03,3.005981400000000154e-03,-2.272257199999999921e-01,6.324472000000000427e-02,9.803813999999999140e+00
6.256103499999999791e-04,-1.312255899999999892e-03,1.235961899999999921e-03,-7.268428999999999862e-03,2.018764599999999920e-03,5.970001000000000170e-04,-2.272231999999999863e-01,6.334177000000000557e-02,9.803812000000000637e+00
-5.950928000000000294e-04,-7.629394500000000125e-05,1.525878900000000025e-05,-2.443015599999999975e-03,-7.367163999999999831e-03,1.236438750000000072e-02,-2.272527500000000034e-01,6.315755000000000674e-02,9.803813999999999140e+00
3.067016599999999871e-03,-4.974365199999999758e-03,1.235961899999999921e-03,-9.934589000000000614e-03,1.874402199999999907e-03,5.082130399999999944e-03,-2.269433999999999896e-01,6.348537999999999404e-02,9.803817999999999699e+00
