6.84;6.96;0;1
10.64;10.76;0;1
14.12;14.24;0;1
18.12;18.24;0;1
21.76;21.88;0;1
23.32;23.44;0;1
24.96;25.08;0;1
28.72;28.84;0;1
31.92;32.04;0;1
34.72;34.84;0;1
37.72;37.84;0;1
43.16;43.28;0;1
46;46.12;0;1
47.8;47.92;0;1
49.92;50.04;0;1
52.6;52.72;0;1
55.16;55.28;0;1
58.92;59.04;0;1
60.56;60.68;0;1
63.48;63.6;0;1
67.24;67.36;0;1
71.84;71.96;0;1
77.72;77.84;0;1
81.72;81.84;0;1
85.56;85.68;0;1
89.08;89.2;0;1
92.2;92.32;0;1
95.4;95.52;0;1
99.04;99.16;0;1
102.36;102.48;0;1
105.28;105.4;0;1
107.8;107.92;0;1
110.52;110.64;0;1
114.24;114.36;0;1
116.28;116.4;0;1
119.92;120.04;0;1
121.52;121.64;0;1
122.92;123.04;0;1
124.28;124.4;0;1
126.16;126.28;0;1
129;129.12;0;1
132.08;132.2;0;1
133.48;133.6;0;1
138.52;138.64;0;1
140.4;140.52;0;1
144.6;144.72;0;1
149.56;149.68;0;1
151.76;151.88;0;1
153.16;153.28;0;1
155.04;155.16;0;1
160.68;160.8;0;1
163.72;163.84;0;1
167.16;167.28;0;1
174.64;174.76;0;1
177;177.12;0;1
178.32;178.44;0;1
179.88;180;0;1
181.36;181.48;0;1
183.12;183.24;0;1
184.84;184.96;0;1
186.36;186.48;0;1
188.48;188.6;0;1
190.76;190.88;0;1
192.44;192.56;0;1
193.88;194;0;1
195.4;195.52;0;1
196.96;197.08;0;1
199.08;199.2;0;1
200.48;200.6;0;1
204;204.12;0;1
207.32;207.44;0;1
211.16;211.28;0;1
212.72;212.84;0;1
214;214.12;0;1
215.72;215.84;0;1
217.12;217.24;0;1
218.56;218.68;0;1
219.72;219.84;0;1
222.52;222.64;0;1
226.4;226.52;0;1
228.28;228.4;0;1
231.12;231.24;0;1
239.56;239.68;0;1
247.76;247.88;0;1
253.12;253.24;0;1
254.28;254.4;0;1
255.4;255.52;0;1
256.48;256.6;0;1
257.76;257.88;0;1
259.08;259.2;0;1
260.48;260.6;0;1
261.68;261.8;0;1
263;263.12;0;1
264.6;264.72;0;1
265.68;265.8;0;1
266.72;266.84;0;1
271.24;271.36;0;1
272.64;272.76;0;1
273.64;273.76;0;1
275.52;275.64;0;1
277.08;277.2;0;1
285.84;285.96;0;1
287.2;287.32;0;1
288.16;288.28;0;1
289.32;289.44;0;1
290.96;291.08;0;1
294.28;294.4;0;1
295.72;295.84;0;1
297.24;297.36;0;1
298.76;298.88;0;1
300.16;300.28;0;1
301.84;301.96;0;1
305.36;305.48;0;1
307.12;307.24;0;1
308.44;308.56;0;1
310;310.12;0;1
314.92;315.04;0;1
316.24;316.36;0;1
317.72;317.84;0;1
319.28;319.4;0;1
320.92;321.04;0;1
323.8;323.92;0;1
325.28;325.4;0;1
326.72;326.84;0;1
330.36;330.48;0;1
331.84;331.96;0;1
333.28;333.4;0;1
336.32;336.44;0;1
337.64;337.76;0;1
339.2;339.32;0;1
344.96;345.08;0;1
346.16;346.28;0;1
347.48;347.6;0;1
348.8;348.92;0;1
350.16;350.28;0;1
351.48;351.6;0;1
353.32;353.44;0;1
354.44;354.56;0;1
355.96;356.08;0;1
357.76;357.88;0;1
361.4;361.52;0;1
362.8;362.92;0;1
364.24;364.36;0;1
365.4;365.52;0;1
367.84;367.96;0;1
371.16;371.28;0;1
374.28;374.4;0;1
389.04;389.16;0;1
390.36;390.48;0;1
391.04;391.16;0;1
392.16;392.28;0;1
393.48;393.6;0;1
