396.48;396.6;0;1
398.16;398.28;0;1
399.8;399.92;0;1
401.88;402;0;1
403.84;403.96;0;1
405.64;405.76;0;1
408.12;408.24;0;1
411.44;411.56;0;1
417.12;417.24;0;1
432.12;432.24;0;1
445.32;445.44;0;1
446.36;446.48;0;1
447.4;447.52;0;1
448.4;448.52;0;1
449.44;449.56;0;1
450.88;451;0;1
451.88;452;0;1
453.6;453.72;0;1
462;462.12;0;1
463.2;463.32;0;1
464.72;464.84;0;1
469.16;469.28;0;1
472.88;473;0;1
474.6;474.72;0;1
477.88;478;0;1
479.36;479.48;0;1
480.64;480.76;0;1
481.6;481.72;0;1
482.52;482.64;0;1
483.4;483.52;0;1
484.52;484.64;0;1
486.2;486.32;0;1
487.84;487.96;0;1
489.68;489.8;0;1
491.72;491.84;0;1
497.92;498.04;0;1
518.28;518.4;0;1
519.68;519.8;0;1
520.52;520.64;0;1
521.56;521.68;0;1
522.76;522.88;0;1
523.8;523.92;0;1
525.56;525.68;0;1
540.56;540.68;0;1
541.76;541.88;0;1
545.32;545.44;0;1
548.48;548.6;0;1
549.68;549.8;0;1
553.28;553.4;0;1
556.68;556.8;0;1
557.84;557.96;0;1
559;559.12;0;1
562.56;562.68;0;1
563.8;563.92;0;1
572.4;572.52;0;1
573.6;573.72;0;1
576.08;576.2;0;1
577.04;577.16;0;1
578.48;578.6;0;1
582.72;582.84;0;1
583.76;583.88;0;1
584.88;585;0;1
588.92;589.04;0;1
591.16;591.28;0;1
592.36;592.48;0;1
593.48;593.6;0;1
594.4;594.52;0;1
598.48;598.6;0;1
599.96;600.08;0;1
601.12;601.24;0;1
602.28;602.4;0;1
603.24;603.36;0;1
604.64;604.76;0;1
606.04;606.16;0;1
607.52;607.64;0;1
609.08;609.2;0;1
610.48;610.6;0;1
611.92;612.04;0;1
613.24;613.36;0;1
618.96;619.08;0;1
620.12;620.24;0;1
621.92;622.04;0;1
624.6;624.72;0;1
627.36;627.48;0;1
630.32;630.44;0;1
633.8;633.92;0;1
637;637.12;0;1
638.76;638.88;0;1
640.44;640.56;0;1
642.24;642.36;0;1
643.96;644.08;0;1
645.72;645.84;0;1
648.64;648.76;0;1
651.12;651.24;0;1
652.68;652.8;0;1
654.4;654.52;0;1
656.12;656.24;0;1
657.36;657.48;0;1
658.68;658.8;0;1
664.4;664.52;0;1
665.48;665.6;0;1
666.52;666.64;0;1
667.52;667.64;0;1
670.36;670.48;0;1
671.72;671.84;0;1
672.92;673.04;0;1
674.6;674.72;0;1
676.72;676.84;0;1
679;679.12;0;1
680.36;680.48;0;1
683.2;683.32;0;1
685.92;686.04;0;1
687.72;687.84;0;1
691.44;691.56;0;1
692.84;692.96;0;1
696.28;696.4;0;1
697.6;697.72;0;1
700.84;700.96;0;1
702.32;702.44;0;1
704.72;704.84;0;1
708.32;708.44;0;1
709.8;709.92;0;1
712.36;712.48;0;1
718;718.12;0;1
719.2;719.32;0;1
720.44;720.56;0;1
721.44;721.56;0;1
724.6;724.72;0;1
725.84;725.96;0;1
728.36;728.48;0;1
732.08;732.2;0;1
733.52;733.64;0;1
736.2;736.32;0;1
737.68;737.8;0;1
739;739.12;0;1
739.96;740.08;0;1
743.28;743.4;0;1
744.44;744.56;0;1
746.8;746.92;0;1
747.96;748.08;0;1
752.36;752.48;0;1
753.04;753.16;0;1
754.36;754.48;0;1
755.4;755.52;0;1
764.08;764.2;0;1
765.56;765.68;0;1
770.56;770.68;0;1
771.92;772.04;0;1
773.32;773.44;0;1
774.2;774.32;0;1
775.24;775.36;0;1
777.56;777.68;0;1
779.28;779.4;0;1
780.56;780.68;0;1
781.92;782.04;0;1
783.88;784;0;1
787.04;787.16;0;1
789.52;789.64;0;1
790.92;791.04;0;1
791.92;792.04;0;1
793.32;793.44;0;1
794.72;794.84;0;1
795.84;795.96;0;1
797.08;797.2;0;1
798.2;798.32;0;1
799.28;799.4;0;1
802.24;802.36;0;1
805.44;805.56;0;1
808.68;808.8;0;1
810.08;810.2;0;1
811.52;811.64;0;1
813.24;813.36;0;1
814.88;815;0;1
816.96;817.08;0;1
818.72;818.84;0;1
822.76;822.88;0;1
828.44;828.56;0;1
830.12;830.24;0;1
831.36;831.48;0;1
832.52;832.64;0;1
833.72;833.84;0;1
834.88;835;0;1
